,dates,NEE_uStar_f,LH_f,VPD_orig,Tower_T,2DWindspeed,NetRadi,H2,O18,C13
760,2019-10-01,-2.3787944368382354,37.72122643750001,2.9805182714086444,4.881735416666667,1.4850834212730615,138.65625000000003,,,
761,2019-10-02,-1.6055360187692809,34.979050888586244,3.5997725450436278,6.215764583333333,1.713230012816962,50.97851063829787,,,-25.9698824953826
762,2019-10-03,1.1195476401438398,31.600742957951127,1.8150118190422537,8.095025000000003,0.9844253364560767,63.646666666666675,,-10.2278756802437,-27.4093144949203
763,2019-10-04,-0.49362915287008063,27.004749946370733,1.171929745980457,8.136245833333335,1.1843089267004483,83.11083333333335,,,-27.1688515877124
764,2019-10-05,0.2669880410191343,14.723566114320342,1.5671796903658486,9.262439583333334,1.2073325144022298,63.783958333333324,,,-27.8069463334185
765,2019-10-06,-1.918615664601748,42.68162581636619,3.2744605630569446,9.145731249999997,1.3258626922122956,161.61787878787877,,,-27.6312641086942
766,2019-10-07,0.08779445183981456,26.920118967056222,3.0997329530647217,9.723260416666664,1.238193529526718,45.72,,,-28.2838528464929
767,2019-10-08,-0.8326064603405269,42.64707764776677,2.6234034805706963,10.17233333333333,2.6111311161474196,62.74229166666668,-96.6664003294913,,
768,2019-10-09,-1.5376479068303521,45.74736609403045,1.761410230345349,3.2907500000000005,1.1205191034961686,113.17270833333333,-77.9233108280153,,-26.7672448090922
769,2019-10-10,-0.7295040655954491,32.34456598935185,3.293206761223091,3.9731875000000003,2.259494556381886,122.51432432432432,,,-26.3569212946909
770,2019-10-11,-1.3163968135429092,42.36985910625,5.727987069270199,6.441062500000001,2.1613968855935615,168.1831034482759,,,-26.1594172679751
771,2019-10-12,-2.4284115634517756,30.581448654166664,4.735691458884883,6.455058333333333,1.4325058898435625,61.010263157894755,,,-26.519493592039
772,2019-10-13,-1.1198734502362313,30.838982821428576,3.652844331100164,8.792045833333333,1.0740364574588115,57.85208333333333,,,-27.561065497712
773,2019-10-14,-2.662113873417176,29.303140124929868,3.2539335718479556,8.021872916666664,1.4089229992624326,83.84767441860464,-104.2108772574,,-26.9342607424064
774,2019-10-15,-1.8511811321908491,23.638114348148147,3.8981924608613743,8.821908333333335,1.120815973991594,27.851914893617,-93.4392171296721,,-27.1585487900678
775,2019-10-16,-0.3019683379265213,0.2757676480550025,2.2860798966896576,9.005654166666668,1.0498272204346804,14.08395833333334,-117.212252143217,,-28.2585284404197
776,2019-10-17,2.2928450644490233,1.7350387124592774,0.621083442436469,8.983656250000001,1.6861333036123363,26.44354166666666,,,-27.3619358089357
777,2019-10-18,1.132462611026842,-12.594411579905104,1.1612207017709095,8.076416666666669,1.753194583323871,40.95958333333333,,,-27.9891319004088
778,2019-10-19,1.5336092815780742,15.807565289490393,1.0554172801130983,8.01784583333333,2.508095164886082,36.86895833333333,,,-28.2295945571737
779,2019-10-20,1.011207892299761,9.735518973915847,0.7038720236353893,6.5162104166666674,1.551372167750575,19.680833333333336,,,-27.6293823827862
780,2019-10-21,1.4403997611609143,8.306584071001561,1.4894792456480737,9.473539583333336,2.2239790218936353,15.074375000000003,,,-27.5842566977802
781,2019-10-22,-1.0336535906270574,52.66476561854382,2.453898109873748,13.083295833333333,2.2637796365573126,104.67416666666666,,,-27.6907362788003
782,2019-10-23,-0.690932198678368,22.633217905092582,2.5430318411889594,7.919589583333334,1.2406080849211578,63.04119047619048,,,-27.6863444126483
783,2019-10-24,-0.47586982001735517,24.30003588363095,3.1732013056353434,7.964302083333333,1.077685962565581,58.046249999999986,-88.3736845086219,,-27.2513730421824
784,2019-10-25,-1.996909739836872,21.838194636633986,1.6783710455484437,10.808827083333332,1.4026752348423812,1.0964583333333306,-100.508058254646,,-27.6003946318063
785,2019-10-26,-0.5432323528594623,32.43879009838854,2.9264122968147404,6.865697916666665,2.412693244537762,20.79808510638299,,,-26.8883590134418
786,2019-10-27,-1.9180747124132287,19.465177037551562,2.676166590882992,3.985135416666667,1.8942869045398167,129.24233333333333,-127.765888870496,,-26.4192818664723
787,2019-10-28,-0.7168881029583923,21.726439102083333,2.684931996271582,2.3077520833333334,1.4755014524355101,38.232000000000006,,,-26.3526124177077
788,2019-10-29,1.496048820034722,45.760360586302085,3.940856070165036,1.2930312499999992,,44.85930232558141,,,-27.6329275794402
789,2019-10-30,-0.03778867139983664,15.320995054375002,4.528046203523988,0.28862500000000013,2.859482829521063,35.26191489361702,,,-27.3952303537673
790,2019-10-31,-0.16601526478329554,13.072944815046315,4.1331069811113945,1.2273374999999997,1.137495311073869,47.384146341463385,,,-26.372866485717
791,2019-11-01,-0.34004917692784353,11.4635637125,4.026359274396123,3.0959833333333333,2.044693125251274,44.6204347826087,,,
792,2019-11-02,-0.5925640265711255,22.33907706605079,4.6265439112590565,4.131564583333333,1.6211862642230495,43.28434782608695,,,
793,2019-11-03,-0.5193215465452606,17.214009117231196,3.1273100435724834,5.3320625,1.2279569352998194,48.559999999999995,,,
794,2019-11-04,-0.5044242592669028,12.249163387848045,2.224020772184337,7.0349916666666665,1.0348304912757955,64.52923076923075,,,
795,2019-11-05,-0.8331772145727783,7.445625072916666,1.9310327659981767,7.724764583333333,1.0880700393971263,55.088974358974376,-119.015269870974,,
796,2019-11-06,-0.963147256058133,8.659765687404876,2.587101140517778,7.1612,1.7417036791675953,25.168958333333354,-120.227904146112,,-25.9276867423492
797,2019-11-07,-1.4807684127888632,5.771121239138425,4.211137590197173,7.814836956521737,1.6567600277353418,4.03369565217392,,,-26.6263427788418
798,2019-11-08,-1.9003052241261849,10.799550204679003,2.2403041296893194,5.2639695652173915,1.1611669564823603,26.905111111111125,-117.149467944609,,-26.3157738885235
799,2019-11-09,-1.3228187448802202,1.7153171151260045,0.615166356164804,6.564854166666667,0.9620488418662977,-4.5388636363636286,,,-27.6376362522704
800,2019-11-10,-1.5416656054662479,10.113063436453968,2.460015626217566,10.265550000000001,1.655592004035036,77.16083333333333,,,
801,2019-11-11,-2.7619496958257184,12.823739466342088,2.1110266497686627,8.357400000000004,1.8376429394165175,34.98826086956522,,,-26.996581864636
802,2019-11-12,-0.4320493426174726,2.486707031748137,0.6626304707512922,4.519272916666666,1.069092692126471,1.2976086956521764,-131.725753474279,,-27.7996716019719
803,2019-11-13,-0.9516964541455538,8.463261499816978,0.266946060681921,6.007643750000001,1.4525735917338176,24.08479166666667,-109.373639526767,,-27.6574364234401
804,2019-11-14,-1.1016999828766176,5.5927572421256295,1.6023508347081712,5.5895624999999995,2.6874415238066525,22.970208333333332,,,
805,2019-11-15,-0.8779483728067894,-4.614724550932425,0.5583652104464774,5.279985416666667,0.9015007694378303,8.343125000000006,,,
806,2019-11-16,-1.4936313297698087,13.420288829756757,1.3685683111127511,7.610675,1.2528750957115966,53.91488888888888,,,-27.3230762050419
807,2019-11-17,-1.4847777532227786,11.254711783987403,1.1836125241064475,9.643058333333334,1.1383088103622707,25.00791666666667,,,
808,2019-11-18,0.40616829931777304,2.81252453731884,0.05942102948762692,8.769224999999997,0.8626646032721301,-4.345833333333332,,,-28.0482871946308
809,2019-11-19,1.3497810209935228,8.052975229877251,0.7582611458442504,8.429137499999998,1.3326959813501729,42.38979166666667,,,-27.5849357044284
810,2019-11-20,-1.1136701693659121,21.90884642454421,1.952502256217033,5.660239583333333,1.4506459042871052,39.455625000000005,-115.410043960772,-16.16622807876,-27.6752813734617
811,2019-11-21,-1.4164348831101743,26.273999290057997,4.855907126770217,6.508118749999998,,-10.917500000000004,,,-27.3915104328483
812,2019-11-22,-0.8628529105558665,14.843519291618078,1.8121410030625957,1.850714583333333,1.123309338505502,4.315333333333346,,,
813,2019-11-23,-0.5715817914298843,7.41061887248106,1.6732101683022365,2.6087083333333334,0.9409185676124431,17.091500000000007,-145.41786306145,-18.0938771826607,-26.6062397889783
814,2019-11-24,-1.5240020011247257,34.55619416468229,2.7846297395290205,6.2835624999999995,2.3957314872392645,52.95673913043477,,,-27.6583271951982
815,2019-11-25,-0.6119454570032054,13.892204768824826,1.4651583690974823,4.379991666666666,1.9307659409968532,28.769374999999997,,,-26.8649923493929
816,2019-11-26,0.753195375053425,8.498635403208642,0.368968912223091,1.11896875,1.4428690548641394,1.3900000000000026,,,-26.6677544307483
817,2019-11-27,-0.9162215634214937,22.561307961747772,2.6571225821567763,1.6671770833333335,2.430742134855859,12.07604166666666,,,-26.6438213776501
818,2019-11-28,0.022826958333333466,24.213808777916665,2.7950992729243676,0.48075208333333336,3.310145567881342,1.8135416666666586,,,-27.8266481273479
819,2019-11-29,0.2382009584578955,4.698760488484192,2.2071052683631316,-1.6283083333333332,1.6206763219483769,0.6029268292683034,,,-27.1826648868447
820,2019-11-30,1.454543771693908,5.60101610167457,1.5588404976997758,-3.5317687500000017,1.9088833799286558,1.504999999999998,,,-26.5838028077751
821,2019-12-01,0.8168027897583756,11.471159286270698,1.004956272773567,-2.3646250000000006,2.4275535688599756,10.253749999999995,-114.783184142978,,
822,2019-12-02,0.029802353530297074,5.578055055572093,0.14351513504581723,-1.5767375,1.2983913824506226,37.324318181818185,,,
823,2019-12-03,-0.3284142149320139,8.465515471977527,0.0,1.4304000000000001,,42.403125,-110.373202250407,-13.6053360082956,
824,2019-12-04,-0.38111570254488164,4.370245735975499,0.07407890761416124,3.6563187500000005,0.5520503518278592,30.865208333333328,-103.169975349261,,-27.4867346539719
825,2019-12-05,0.49582655603604325,1.0531746623697913,0.16251479734085833,3.9727520833333334,0.6327859174384554,11.674166666666672,-132.744934296464,,-27.7107351646535
826,2019-12-06,0.022627011527138263,2.9723457616840907,0.3362099382629971,2.559402083333333,1.105694168992456,-2.1037500000000073,,,-27.4268560767814
827,2019-12-07,0.9285389281050462,3.43366453624613,0.11699686708811821,2.7810166666666674,0.8382839491392305,16.800416666666663,,,-27.518141337593
828,2019-12-08,-0.6390881950303865,7.23098987753718,0.27148798284885395,4.7017895833333325,1.691824644299732,37.943541666666654,-137.430724431154,,-27.6182815071524
829,2019-12-09,-0.2984483681617361,-1.2506827826677485,0.18614835045239697,3.272535416666667,0.9200165702778135,22.7604347826087,-155.42884363673,-21.1503177573097,-28.4924329561182
830,2019-12-10,-0.05554270956133996,0.938839214929233,0.323678169162572,2.057933333333333,1.0096646568632086,4.90916666666666,,,-27.8801942729257
831,2019-12-11,1.6973004451371345,0.6632567367295311,0.0,2.2206458333333328,1.1576280627458224,18.65833333333333,,,-28.4359379447286
832,2019-12-12,-0.1239324881911054,0.7923029375135423,0.040316501577217514,4.055102083333333,1.3727278521267832,14.098958333333334,,,-27.3961993620241
833,2019-12-13,-0.3044110239657197,-5.533663164329617,0.3836501197491475,4.527764583333332,1.1659912363489198,33.64,,,-27.6533123322098
834,2019-12-14,0.5102456764813773,0.6968404812500001,0.04115061460923544,2.59805,0.8328700093251521,22.25979166666667,,,-27.5559762967481
835,2019-12-15,-0.8191012420544098,14.80461869240793,0.46615606330604586,1.52436875,0.9428543709149807,45.4725,,-13.3855604079518,-27.5197921218547
836,2019-12-16,-0.6917133867239733,10.344420776463886,0.38020488551590814,0.5211523809523809,0.746622473703242,11.153958333333334,-90.2780756729369,,-27.8021675856135
837,2019-12-17,0.5068516273882583,3.7598033077717523,0.3835671309884701,-0.7782999999999999,0.7137522731535176,-15.667916666666668,,,-28.4102647543498
838,2019-12-18,-0.6997666955223812,6.7566017173941875,0.27378283524316266,-1.9540083333333331,0.6929504867724017,-4.421914893617038,,,-26.984472891424
839,2019-12-19,0.9037205043479585,0.7573105782344642,0.15173745496485713,-0.5308249999999998,0.9080482511605709,11.907083333333333,,,-28.0635622074657
840,2019-12-20,0.954904046427997,15.98583500908515,1.3568348953112574,9.449400000000002,3.0470239380017126,6.488958333333335,,,
841,2019-12-21,0.8325162872781431,-4.874600051594154,0.6368296763918321,7.9699687500000005,1.7232326030841973,17.331874999999993,,,-28.2386669747284
842,2019-12-22,0.02284990220030983,1.6176878358179678,0.40350210862614355,4.20598125,1.3651920159064466,23.924583333333327,,,-29.0976663744928
843,2019-12-23,-0.06382966483305548,2.740453363233921,1.0340131377870219,3.996441666666667,1.1720207109333514,45.30958333333333,,,-29.3048140755992
844,2019-12-24,-0.24773698931429425,2.964775559720696,0.29252713479336073,0.4405761904761905,0.858896206474478,3.628108108108106,-92.3109416960863,-12.6746861609238,-27.8745065535715
845,2019-12-25,-0.21350219848141305,4.296670541344894,0.20035938549436708,0.30123750000000005,0.8565661200417597,16.29333333333332,,,-28.6091968577916
846,2019-12-26,-0.6716267853850643,5.135522561357615,1.1339092638550037,0.5915645833333333,1.3640190962860188,24.38791666666667,-139.154464773995,-15.1085189272865,-28.3519160475823
847,2019-12-27,0.40506920959437626,4.089747673229558,0.43713316664821716,-0.0006270833333333475,0.880015374724449,20.19104166666667,,,
848,2019-12-28,0.6441493795299292,8.107304105506032,0.19752427418115315,1.6694375,1.9541116161459813,23.921666666666656,,,
849,2019-12-29,0.49297444443686417,11.210969797884529,0.2931622310170223,0.8897479166666667,1.6933998149369678,9.660208333333328,,,
850,2019-12-30,-0.520030061080937,18.921860485714777,0.8594040486234334,1.1564729166666663,1.1746810085305304,26.283958333333327,,,
851,2019-12-31,0.1496750229603762,6.232199519623361,0.4364764453073309,3.59995625,1.573452696568519,6.000208333333329,,,-27.1130799143817
852,2020-01-01,0.4102746575961535,28.30002368756614,1.1246545073812821,7.965608333333332,2.5763173919717057,24.635208333333328,,,
853,2020-01-02,0.1499917868407737,8.94300549824496,1.134399524266008,4.690977083333333,2.2728802929829364,17.870416666666674,,,-28.9502878448355
854,2020-01-03,-0.4492426661901639,11.432244594245828,0.9248995445116533,6.389272916666666,1.85116224212085,15.739374999999995,,,-28.0494415183953
855,2020-01-04,1.183335711552784,-5.6368225131234695,1.1501248885793565,4.923402083333333,1.7131133498752122,3.732499999999997,,,-28.5682832856577
856,2020-01-05,0.6850641457939655,0.2303213543023721,0.0,1.7243916666666665,0.9863347783657472,17.45708333333333,,,-27.8383670938704
857,2020-01-06,0.8447936560193522,3.4983413682788416,0.36487968161325274,3.2307500000000005,2.7010746359535767,20.887708333333336,,,-28.150380906615
858,2020-01-07,1.4149458343551784,7.282902492175565,0.43249497489275557,7.280160416666667,3.4003662102229786,11.005208333333329,,,-28.0233589850088
859,2020-01-08,0.14746635703917355,10.599680627286231,0.8389104327255549,4.361316666666668,3.171918343455586,32.16354166666667,,,
860,2020-01-09,-0.22047075766606095,12.39461679514181,0.010001599230128763,0.48053548387096784,1.6994531933876451,25.536666666666672,-98.4188053102254,,
861,2020-01-10,0.37093591065231085,8.245093752627643,0.0,-0.07229374999999999,1.851762273466507,0.656041666666661,,,-27.4946130423035
862,2020-01-11,-0.3352093380098686,12.88660325004689,0.5131759146476143,2.891785416666666,2.41747488107395,19.524375000000006,,,-27.7996005443912
863,2020-01-12,-0.18526185003529247,13.199248578816073,0.41988073444702295,1.5058375,2.2159613192859924,14.848958333333329,,,-27.4675210663867
864,2020-01-13,0.5797678292256175,27.45394335050679,0.6157472542595508,0.20828958333333333,2.456363429904178,0.6770833333333407,,,-29.9759731681627
865,2020-01-14,-0.014903409078607953,13.158165620660187,0.47286767861510226,-0.6108395833333332,2.732760838102556,6.706666666666664,,,-28.5484452057039
866,2020-01-15,0.5870043103513025,10.698911749581946,0.4434493360809541,-2.1696750000000002,1.4179496161453873,2.9264583333333327,,,-27.3917510419807
867,2020-01-16,0.6901535802018994,3.822881884332103,0.03641395067835633,-2.332802127659575,0.6977783015061465,-2.105,,,-28.8290111019791
868,2020-01-17,1.0717302726608378,6.532809540762634,0.0,-0.74112,2.703770932451714,5.459583333333332,,,-27.6859968651156
869,2020-01-18,1.112607997261007,7.273269015973756,0.0,0.0471888888888889,0.9810276387085103,4.786249999999995,,,-29.0425357381537
870,2020-01-19,0.10372433548913919,10.360056863740736,0.0001510965086938875,0.7195374999999999,1.2161198515845688,39.922708333333325,,,-28.5490193388035
871,2020-01-20,-0.17923928359529448,5.798168428178909,0.1380797714878783,1.4471,0.6223064261532746,15.239791666666662,-128.316325778026,,-28.9364676929219
872,2020-01-21,0.5976633410913134,1.1730860830877694,0.0,1.1847863636363636,1.144895036138043,13.852272727272721,,,-27.5907092318329
873,2020-01-22,1.57113760705166,-0.21160146123214107,0.34274069282287156,2.90048125,1.6828011822995101,11.982291666666669,,,-28.0863352123573
874,2020-01-23,1.0100768286977417,-0.8412332485985438,0.0,2.9042833333333324,1.4601239451659023,15.470625,,,-28.5222439524415
875,2020-01-24,0.7872256747365131,0.12633580132619296,0.0018278796515125578,4.685062500000002,1.793363570630749,22.886875000000014,,,-28.0750096767524
876,2020-01-25,-0.8313916124585147,6.486717321584204,0.0495244559845113,4.649770833333334,,56.47291666666667,,,-27.1101279459559
877,2020-01-26,-0.3652782158625758,8.654631096297864,0.0606200788470549,5.174683333333333,3.2730978896513947,34.88895833333334,,,-27.9407192525664
878,2020-01-27,0.12027871818964597,1.2330898769918328,0.06066304408254809,3.469483333333333,1.8480628351763098,27.223541666666677,,,-27.9529331436425
879,2020-01-28,-0.5642002041460826,10.086656740758713,0.001063411273896406,4.196972916666667,3.0366045821397,31.393333333333327,,,-27.4522738964371
880,2020-01-29,0.5959412122884843,2.737437947387857,0.0,4.358252083333332,2.068467082887365,14.57229166666667,,,-27.6224991136711
881,2020-01-30,-1.5591670781824882,13.753270894742336,0.5585692621191849,2.67721875,2.118174748576886,55.72979166666667,,-16.865294630307,
882,2020-01-31,0.6271981957148255,4.043782964089143,0.7047837306858425,8.24781875,1.928451828454559,28.358333333333334,,,-27.7271412354023
883,2020-02-01,0.5737409588949524,3.627662251160718,2.8443355140154423,10.620987499999996,,-12.440624999999999,,,
884,2020-02-02,-0.37424040912079276,20.67120906703737,1.4651568928256578,1.5416695652173913,1.7029380418469275,47.235625,,,
885,2020-02-03,-0.5520043553869107,21.480996513034437,0.8297141230531531,-0.619795833333333,1.1891689750666097,34.29729166666666,,,
886,2020-02-04,-0.559692442331881,15.157973336964632,0.7229704181386698,-1.4755083333333336,1.3784188980719134,-14.536666666666678,,,
887,2020-02-05,0.2948341616802999,8.58642233405036,0.02121773646502806,0.8624375000000001,2.2519946752039415,26.648124999999993,-93.9547367187786,-10.6575332252666,-25.4640175666064
888,2020-02-06,0.27912985369281534,3.7965381601266603,0.4545836637967204,6.933352083333333,1.758823766703193,27.971458333333334,-87.755187108415,-11.7759913148604,-26.7736878729891
889,2020-02-07,-0.0750198410567001,-1.2693526292940691,0.8012051229727568,7.915729166666668,1.6594631271554383,32.34270833333333,,,-27.7897612916633
890,2020-02-08,-0.5016141880587119,27.62378954801042,1.159904397245221,4.350454166666666,3.2412489659728316,44.593333333333334,,,-28.7966916582886
891,2020-02-09,-0.977361646890092,19.73377132805751,0.8663837795536373,1.997886842105263,1.3051385254480972,87.85895833333335,,,-26.5354305539194
892,2020-02-10,-1.2613509549808704,27.07198389698671,2.0290022615032135,2.7576083333333337,1.4073935895553362,48.522708333333334,-135.748257624131,,-26.4339538464247
893,2020-02-11,-0.8621756079664132,16.24960853206433,2.036056354342924,3.0675708333333334,2.1297139972912578,55.34458333333333,,,-26.515230622815
894,2020-02-12,-1.9649163781284213,17.384162560927766,1.8635884872833222,4.427414583333333,1.4716282516141759,96.46458333333334,,,-26.6099988801841
895,2020-02-13,-1.1045900085332785,9.080844192708332,1.2349864101364294,1.6933604166666667,1.4033304141270888,21.756739130434788,-88.2213395881288,,-27.4362297437769
896,2020-02-14,-2.014943453112783,31.724515952648815,1.092679183884235,3.097700000000001,2.1290779609237047,88.48645833333332,,,
897,2020-02-15,0.8191008137245807,6.360295257435886,0.34816100360046626,2.427062500000001,1.762611654647427,15.496041666666665,,,-26.971278723945
898,2020-02-16,-1.3223399579769233,24.45008973035607,0.9374682485790489,2.3494875,1.9494032323593415,52.38104166666667,,,-27.6359280380461
899,2020-02-17,-1.3651086386471294,18.685002463123908,0.895499278896655,1.9344041666666667,1.6211327253388612,105.49541666666664,,,-26.9303370786412
900,2020-02-18,-1.5267716260490338,23.029804415963085,1.7188307079705742,0.7259520833333335,1.329181989340247,83.34625000000001,,,
901,2020-02-19,-1.8860746217360242,23.45049404849868,2.597825810604911,1.7739562500000001,1.848855095597039,64.08186046511628,,,-27.9858761874434
902,2020-02-20,-1.0848416353402481,16.818569932122774,3.7232594075466543,2.8214854166666665,2.117562529848108,26.295000000000016,-149.960285419746,,
903,2020-02-21,-0.4572174007678422,19.335860164327045,2.707164150555247,2.1026562499999994,1.2496792486637596,58.20914893617023,-103.506974665112,,-26.5033029564967
904,2020-02-22,-1.7336649064235996,21.19072751798942,2.213218810623809,3.750410416666666,1.6760832117179891,62.18145833333333,-97.4953802289152,,-26.6767771251609
905,2020-02-23,-0.24415331961941714,28.642850363751744,1.2463152364963552,3.9263208333333335,2.3212134398712947,17.410208333333326,,,-30.2400721716868
906,2020-02-24,-1.1373341617569441,22.729171649564393,1.6238930625948038,2.8204499999999997,2.327890168788772,38.16854166666666,,,-28.1927131461138
907,2020-02-25,-1.0895451384218011,14.046658895916861,1.4454109728956799,2.3832187499999997,1.1121648575613838,89.80833333333334,,,-25.5456281905228
908,2020-02-26,-1.77342532762851,26.15603109903771,1.8932318472350695,6.059752083333334,1.5973104441764325,98.868125,,,-27.4878929875076
909,2020-02-27,-1.5738390359177854,19.459272409553076,2.5445863148703345,5.147472916666667,1.3658411056011424,77.80239130434781,-98.5888692222314,,-25.8442303296784
910,2020-02-28,-1.0118051803342085,28.64445380089119,2.686970783859009,6.361720833333334,1.6211407947467158,69.70937500000001,-101.39444338646,,-25.6220341655345
911,2020-02-29,-0.140703423740518,24.54747955141289,1.2971889682519624,3.448795833333334,2.2553864640334,70.45458333333333,,,-26.7471607240557
912,2020-03-01,-1.2298878506635536,11.613703892559519,0.6044284592771088,0.3613924999999999,1.1361479785674844,66.9365,,,
913,2020-03-02,-0.8418964584483647,9.799365861721055,1.8329333174171365,3.4800770833333345,2.0596933076443533,34.09083333333333,,,-28.482424866662
914,2020-03-03,-1.4122959526278223,16.545466478983915,1.6438207891053307,6.499641666666666,1.930561947122522,66.68729166666668,,,-27.7642340333448
915,2020-03-04,-1.7393755150410348,29.40681785347223,3.331272160446117,7.2017354166666685,1.8873071977045572,124.14851063829788,-133.480837383111,,-28.6235831746723
916,2020-03-05,-1.831125399325745,22.907740605242665,3.0720290690871868,4.803360416666666,1.4633931176794481,75.75916666666667,,,-28.1894762125684
917,2020-03-06,-1.1914899065942652,20.10891523347682,2.236808026439412,6.760145833333336,1.1363000586836078,53.90145833333333,,,
918,2020-03-07,-2.321267469124729,23.784647988385046,1.3236491840645612,3.2870270833333333,1.3468284983050853,102.61083333333333,,,-26.8374907782231
919,2020-03-08,-2.2794967239346122,29.4460563144731,1.8981484401309971,2.0827395833333333,1.0277192587857584,93.07893617021277,,,
920,2020-03-09,-2.193617428822119,30.864623256518467,2.7506635415047067,2.860341666666667,1.3679782752688812,83.45125,,,
921,2020-03-10,-1.8768784883171754,22.553101716661203,3.6651500624137388,4.25355,1.4212180294530672,100.57840909090909,-109.141311259949,,-25.969825163767
922,2020-03-11,-2.1862704379270967,28.38189153263889,3.323979902557777,5.780175000000002,2.238109473480526,60.46125000000001,,,-27.5853013542505
923,2020-03-12,-1.8824967848439231,25.800222297319923,2.961237890328174,3.70243125,1.6677489873996736,113.30136363636362,,,
924,2020-03-13,-1.4260618308056856,12.555261556497557,1.6930385853043028,2.0646520833333337,1.3200014610223414,30.162916666666664,,,
925,2020-03-14,-0.4899927900619157,24.26774517520589,0.3524766264050099,-0.5647395833333332,,48.22875,,,-27.3510871656842
926,2020-03-15,0.2735806792410715,43.72471075494125,1.3456199523843282,-2.245933333333334,,86.38395833333334,,,
927,2020-03-16,-1.1222829785416668,31.56631485416666,3.1375137051214086,1.7386854166666665,,132.985625,,,-28.3260594194498
928,2020-03-17,-1.4691552773239762,21.153258609848486,3.394427171765841,3.292591666666667,1.8010069656974188,107.0848888888889,-130.838149918836,,-26.5931364238451
929,2020-03-18,-1.8248785753379455,25.6374168162037,3.4879732306812397,4.720604166666667,1.4518463653169267,114.6645652173913,,,-26.8486831912852
930,2020-03-19,-2.15177363277394,23.63112902482389,3.6229808369901373,6.302352083333335,1.4212130188204857,137.33523809523808,-105.536335778866,,-26.955952343955
931,2020-03-20,-2.3696878448356498,31.726129802678567,4.600673894623912,8.006197916666666,1.6945483720063559,118.76500000000001,,,-27.3419869093152
932,2020-03-21,-1.5981859365662876,40.50155089393382,4.929307278496514,7.974993749999999,1.8095297527444991,147.51951219512196,,,-27.4822547280015
933,2020-03-22,-2.3422564712081266,34.981371354166676,4.063613835188118,6.9059187500000005,1.7075513226404126,144.69833333333332,,,-26.7887876501459
934,2020-03-23,-0.8584831206133162,29.37248636130766,3.017105450170576,5.939154166666665,1.4586883662466699,54.20083333333333,,,-27.1915221683134
935,2020-03-24,-1.0987668362478857,20.357649536074003,0.5967531027863264,2.9916562499999997,1.4848187703573257,99.94958333333335,,,-27.0048174567927
936,2020-03-25,-2.5570072252280593,40.19135086723052,1.1474745717996284,1.9926750000000002,2.0119452741437227,147.77104166666663,,,-26.5895759164636
937,2020-03-26,-1.8282964418257237,14.470260939774418,1.274373343497026,2.3912666666666667,1.3935967121852837,65.44555555555556,,,-27.2789836115666
938,2020-03-27,-2.931387951420397,24.44771528958334,1.3706157772218948,3.829425000000002,1.6113910474882525,83.23916666666666,,,-27.5967963976044
939,2020-03-28,-1.1210568476815455,17.142636806371563,0.6529276079642735,5.0240125,1.2406543481707766,63.109583333333326,,,-27.137247526449
940,2020-03-29,0.08192702175249568,0.5552213008523186,0.6255378812554631,6.361156249999998,1.4568845676815778,52.986458333333324,,,-27.6874662057442
941,2020-03-30,0.9849878825601143,14.346348010707246,0.8110022426707096,5.421924999999999,2.496199800553761,33.51333333333333,-167.732455404265,,-27.9903324518996
942,2020-03-31,-2.2374139417513774,39.36685883584351,0.9248199314385013,2.2681916666666666,2.0532987144769517,141.8766666666667,,,-27.6721652859666
943,2020-04-01,-2.208703608700872,43.88388946277544,1.8518036334160046,1.9101395833333334,1.412740783231639,163.1170833333333,,,
944,2020-04-02,-0.6576948848428895,34.270552860185106,1.7028030690509386,2.2657435897435896,1.2621517506731066,109.96744680851063,,,-26.5098376159175
945,2020-04-03,-2.2338191104849985,26.118947651129677,1.2210585460689147,2.009804166666667,1.3819135882798934,77.03395833333333,,,-26.9702132228149
946,2020-04-04,-3.174836580269371,44.87870232405302,2.0376545823282455,3.428247916666667,1.682151342931532,122.78229166666667,,,-27.4299222947431
947,2020-04-05,-3.237027796591622,31.84350840578874,1.5824239103142297,4.561708333333333,1.8882518520427034,88.40104166666667,,,-29.1039350817822
948,2020-04-06,-2.613139803681637,35.93672212413144,3.0408274095557974,5.733839583333334,1.68874265864552,134.87400000000002,,,-25.7378768627367
949,2020-04-07,-2.2065548680830687,41.20233510416667,3.8900937764532544,7.316539583333337,1.8175776050694417,148.57936170212767,-123.985658189223,,-27.5488611284298
950,2020-04-08,-1.6347954515737406,57.14480363774542,6.222420177657735,8.960260416666666,2.309192452028889,191.46585365853656,-131.812625338188,,-26.6840593608561
951,2020-04-09,-1.6790273066593988,57.89955249853992,9.124683866981911,11.832264583333334,1.5758734633596783,162.5532608695652,-132.821270682557,-10.1577189873592,-27.4209200449095
952,2020-04-10,-1.6927002851588266,47.29413280534853,7.553076488224551,12.704685416666669,2.0967621781740573,229.79621621621624,-147.998971534301,,-27.8970326896747
953,2020-04-11,-1.8092385972916665,32.96945135729166,4.831594438822445,9.763612499999995,2.9712562372770965,98.79645833333332,,-23.0043196849052,-28.2259645562169
954,2020-04-12,-1.8617083148569022,47.354659787103174,5.517864195373968,7.221847916666666,1.826389562142972,199.7028571428572,,,-27.0190783092165
